gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.01,0.4,0.7,0.6976744186046512,0.46875,0.5607476635514019
0.1,0.3,0.1,0.9302325581395349,0.7017543859649122,0.8
0.1,0.1,0.5,0.7674418604651163,0.5238095238095238,0.6226415094339623
0.1,0.2,0.7,0.6976744186046512,0.47619047619047616,0.5660377358490566
0.1,0.4,0.1,0.9302325581395349,0.7272727272727273,0.8163265306122448
0.1,0.3,0.5,0.7674418604651163,0.559322033898305,0.6470588235294118
0.1,0.4,0.3,0.9069767441860465,0.6842105263157895,0.78
0.1,0.3,0.9,0.6976744186046512,0.4918032786885246,0.5769230769230769
0.1,0.3,0.7,0.6976744186046512,0.4918032786885246,0.5769230769230769
0.2,0.01,0.3,0.8372093023255814,0.5901639344262295,0.6923076923076923
0.01,0.4,0.9,0.6976744186046512,0.46875,0.5607476635514019
0.1,0.4,0.9,0.6976744186046512,0.5172413793103449,0.594059405940594
0.2,0.05,0.1,0.8604651162790697,0.6379310344827587,0.7326732673267328
0.2,0.01,0.7,0.7209302325581395,0.4696969696969697,0.5688073394495413
0.2,0.05,0.3,0.8372093023255814,0.5901639344262295,0.6923076923076923
0.2,0.05,0.5,0.7441860465116279,0.5161290322580645,0.6095238095238095
0.2,0.05,0.9,0.7209302325581395,0.5,0.5904761904761905
0.2,0.1,0.1,0.8604651162790697,0.6379310344827587,0.7326732673267328
0.2,0.1,0.5,0.7441860465116279,0.5161290322580645,0.6095238095238095
0.2,0.05,0.7,0.7209302325581395,0.5,0.5904761904761905
0.2,0.1,0.7,0.7209302325581395,0.5,0.5904761904761905
0.2,0.1,0.9,0.7209302325581395,0.5,0.5904761904761905
0.2,0.01,0.9,0.7209302325581395,0.4696969696969697,0.5688073394495413
0.05,0.01,0.3,0.9069767441860465,0.6190476190476191,0.7358490566037736
0.2,0.2,0.3,0.7906976744186046,0.5862068965517241,0.6732673267326732
0.2,0.2,0.9,0.7209302325581395,0.5166666666666667,0.6019417475728156
0.05,0.01,0.9,0.6976744186046512,0.46875,0.5607476635514019
0.2,0.3,0.1,0.8604651162790697,0.6981132075471698,0.7708333333333334
0.2,0.2,0.5,0.7441860465116279,0.5333333333333333,0.6213592233009709
0.2,0.2,0.1,0.8604651162790697,0.6727272727272727,0.7551020408163266
0.2,0.3,0.3,0.7906976744186046,0.6071428571428571,0.6868686868686869
0.2,0.3,0.7,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.05,0.1,0.1,0.9302325581395349,0.6666666666666666,0.7766990291262136
0.2,0.4,0.5,0.7674418604651163,0.6111111111111112,0.6804123711340206
0.2,0.2,0.7,0.7209302325581395,0.5166666666666667,0.6019417475728156
0.2,0.3,0.5,0.7441860465116279,0.5517241379310345,0.6336633663366337
0.2,0.4,0.7,0.7209302325581395,0.5636363636363636,0.6326530612244898
0.2,0.4,0.3,0.7906976744186046,0.6296296296296297,0.7010309278350516
0.05,0.1,0.3,0.9069767441860465,0.6190476190476191,0.7358490566037736
0.2,0.1,0.3,0.8372093023255814,0.5901639344262295,0.6923076923076923
0.2,0.3,0.9,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.3,0.01,0.7,0.6511627906976745,0.45161290322580644,0.5333333333333333
0.3,0.01,0.9,0.6511627906976745,0.45161290322580644,0.5333333333333333
