gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.2,0.3,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.05,0.01,0.9,0.6666666666666666,0.5822784810126582,0.6216216216216217
0.2,0.2,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.05,0.01,0.1,0.7971014492753623,0.7051282051282052,0.7482993197278911
0.2,0.2,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.05,0.05,0.1,0.7971014492753623,0.7236842105263158,0.7586206896551724
0.2,0.4,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.05,0.05,0.3,0.8260869565217391,0.7402597402597403,0.7808219178082192
0.05,0.1,0.1,0.7971014492753623,0.7236842105263158,0.7586206896551724
0.2,0.3,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.2,0.1,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.01,0.2,0.3,0.8260869565217391,0.7037037037037037,0.76
0.3,0.05,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.05,0.05,0.5,0.8115942028985508,0.6829268292682927,0.7417218543046358
0.2,0.3,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.1,0.01,0.9,0.6666666666666666,0.5822784810126582,0.6216216216216217
0.1,0.2,0.7,0.7536231884057971,0.6582278481012658,0.7027027027027026
0.05,0.3,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.3,0.05,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.3,0.01,0.7,0.7246376811594203,0.6493506493506493,0.684931506849315
0.3,0.01,0.1,0.7971014492753623,0.7857142857142857,0.7913669064748201
0.3,0.01,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.2,0.4,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.05,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.05,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.2,0.3,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.2,0.4,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.01,0.5,0.8260869565217391,0.76,0.7916666666666667
0.1,0.4,0.5,0.8115942028985508,0.7088607594936709,0.7567567567567568
0.2,0.1,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.1,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.05,0.2,0.5,0.8115942028985508,0.6829268292682927,0.7417218543046358
0.3,0.05,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.05,0.2,0.3,0.8260869565217391,0.7402597402597403,0.7808219178082192
0.2,0.2,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.2,0.4,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.3,0.01,0.3,0.8260869565217391,0.8028169014084507,0.8142857142857144
0.3,0.1,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.3,0.2,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.2,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.3,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.3,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.3,0.1,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.05,0.2,0.7,0.7536231884057971,0.6341463414634146,0.6887417218543047
0.3,0.2,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.3,0.2,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.3,0.4,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.1,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.3,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.05,0.2,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.05,0.4,0.7,0.7536231884057971,0.6341463414634146,0.6887417218543047
0.3,0.1,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.3,0.2,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.3,0.4,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.05,0.4,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.3,0.3,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.3,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.1,0.01,0.1,0.7971014492753623,0.7333333333333333,0.7638888888888887
0.3,0.4,0.7,0.7246376811594203,0.6666666666666666,0.6944444444444444
0.3,0.4,0.5,0.8260869565217391,0.7808219178082192,0.8028169014084506
0.1,0.01,0.3,0.8260869565217391,0.75,0.786206896551724
0.1,0.1,0.1,0.7971014492753623,0.7534246575342466,0.7746478873239437
0.1,0.1,0.3,0.8260869565217391,0.7702702702702703,0.7972027972027972
0.1,0.1,0.5,0.8115942028985508,0.7088607594936709,0.7567567567567568
0.1,0.1,0.7,0.7536231884057971,0.6582278481012658,0.7027027027027026
0.1,0.3,0.5,0.8115942028985508,0.7088607594936709,0.7567567567567568
0.1,0.3,0.7,0.7536231884057971,0.6582278481012658,0.7027027027027026
0.1,0.3,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.1,0.4,0.1,0.7971014492753623,0.7534246575342466,0.7746478873239437
0.2,0.01,0.7,0.7246376811594203,0.6493506493506493,0.684931506849315
0.2,0.01,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.2,0.05,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.2,0.05,0.3,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.2,0.1,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.2,0.2,0.1,0.7971014492753623,0.8088235294117647,0.8029197080291971
0.4,0.3,0.1,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.4,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.3,0.4,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.4,0.01,0.1,0.8115942028985508,0.8115942028985508,0.8115942028985508
0.4,0.01,0.3,0.8115942028985508,0.8115942028985508,0.8115942028985508
0.4,0.01,0.5,0.8260869565217391,0.7702702702702703,0.7972027972027972
0.4,0.05,0.3,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.2,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.4,0.1,0.1,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.05,0.5,0.8260869565217391,0.7916666666666666,0.8085106382978724
0.4,0.05,0.7,0.7101449275362319,0.6621621621621622,0.6853146853146853
0.4,0.05,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.4,0.01,0.9,0.6666666666666666,0.5974025974025974,0.6301369863013698
0.4,0.05,0.1,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.3,0.5,0.8260869565217391,0.7916666666666666,0.8085106382978724
0.4,0.4,0.3,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.1,0.7,0.7101449275362319,0.6621621621621622,0.6853146853146853
0.4,0.2,0.7,0.7101449275362319,0.6621621621621622,0.6853146853146853
0.4,0.2,0.5,0.8260869565217391,0.7916666666666666,0.8085106382978724
0.4,0.1,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
0.4,0.4,0.1,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.1,0.3,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.2,0.3,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.2,0.1,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.4,0.7,0.7101449275362319,0.6621621621621622,0.6853146853146853
0.4,0.3,0.7,0.7101449275362319,0.6621621621621622,0.6853146853146853
0.4,0.4,0.5,0.8260869565217391,0.7916666666666666,0.8085106382978724
0.4,0.01,0.7,0.7101449275362319,0.6447368421052632,0.6758620689655173
0.4,0.3,0.3,0.8115942028985508,0.8484848484848485,0.8296296296296296
0.4,0.1,0.5,0.8260869565217391,0.7916666666666666,0.8085106382978724
0.4,0.3,0.9,0.6666666666666666,0.6133333333333333,0.638888888888889
