gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.2,0.2,0.5,0.8666666666666667,0.7536231884057971,0.8062015503875969
0.2,0.2,0.7,0.8166666666666667,0.6901408450704225,0.748091603053435
0.2,0.2,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.2,0.3,0.1,0.9,0.8059701492537313,0.8503937007874016
0.2,0.3,0.3,0.9,0.8059701492537313,0.8503937007874016
0.2,0.3,0.5,0.8666666666666667,0.7536231884057971,0.8062015503875969
0.2,0.3,0.7,0.8166666666666667,0.6901408450704225,0.748091603053435
0.2,0.3,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.2,0.3333333333333333,0.1,0.9,0.8059701492537313,0.8503937007874016
0.2,0.3333333333333333,0.3,0.9,0.8059701492537313,0.8503937007874016
0.2,0.3333333333333333,0.5,0.8666666666666667,0.7536231884057971,0.8062015503875969
0.2,0.3333333333333333,0.7,0.8166666666666667,0.6901408450704225,0.748091603053435
0.2,0.3333333333333333,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.2,0.4,0.1,0.9,0.8181818181818182,0.8571428571428572
0.2,0.4,0.3,0.9,0.8181818181818182,0.8571428571428572
0.2,0.4,0.5,0.8666666666666667,0.7647058823529411,0.8125
0.2,0.4,0.7,0.8166666666666667,0.7,0.7538461538461538
0.2,0.4,0.9,0.7833333333333333,0.6811594202898551,0.7286821705426356
0.3,0.01,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.01,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.01,0.5,0.85,0.75,0.7968749999999999
0.3,0.01,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.01,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.05,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.05,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.05,0.5,0.85,0.75,0.7968749999999999
0.3,0.05,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.05,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.1,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.1,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.1,0.5,0.85,0.75,0.7968749999999999
0.3,0.1,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.1,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.2,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.2,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.2,0.5,0.85,0.75,0.7968749999999999
0.3,0.2,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.2,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.3,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.3,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3,0.3,0.5,0.85,0.75,0.7968749999999999
0.3,0.3,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.3,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3,0.4,0.1,0.8833333333333333,0.8153846153846154,0.848
0.3,0.4,0.3,0.8833333333333333,0.8153846153846154,0.848
0.3,0.4,0.5,0.85,0.7611940298507462,0.8031496062992126
0.3,0.4,0.7,0.7833333333333333,0.6811594202898551,0.7286821705426356
