0.0,0.0,0.1,0.0,1.0,NaN
0.0,0.0,0.3,0.0,1.0,NaN
0.0,0.0,0.5,0.0,1.0,NaN
0.0,0.0,0.7,0.0,1.0,NaN
0.0,0.0,0.9,0.0,1.0,NaN
0.01,0.01,0.1,0.9,0.31645569620253167,0.776978417266187
0.01,0.01,0.3,0.9,0.31645569620253167,0.776978417266187
0.01,0.01,0.5,0.8833333333333333,0.3375,0.7571428571428571
0.01,0.01,0.7,0.8166666666666667,0.4024390243902439,0.6901408450704226
0.01,0.01,0.9,0.7833333333333333,0.41975308641975306,0.6666666666666667
0.01,0.05,0.1,0.9,0.31645569620253167,0.776978417266187
0.01,0.05,0.3,0.9,0.31645569620253167,0.776978417266187
0.01,0.05,0.5,0.8833333333333333,0.3375,0.7571428571428571
0.01,0.05,0.7,0.8166666666666667,0.4024390243902439,0.6901408450704226
0.01,0.05,0.9,0.7833333333333333,0.41975308641975306,0.6666666666666667
0.01,0.1,0.1,0.9,0.31645569620253167,0.776978417266187
0.01,0.1,0.3,0.9,0.31645569620253167,0.776978417266187
0.01,0.1,0.5,0.8833333333333333,0.3375,0.7571428571428571
0.01,0.1,0.7,0.8166666666666667,0.4024390243902439,0.6901408450704226
0.01,0.1,0.9,0.7833333333333333,0.41975308641975306,0.6666666666666667
0.01,0.2,0.1,0.9,0.31645569620253167,0.776978417266187
0.01,0.2,0.3,0.9,0.31645569620253167,0.776978417266187
0.01,0.2,0.5,0.8833333333333333,0.3375,0.7571428571428571
0.01,0.2,0.7,0.8166666666666667,0.4024390243902439,0.6901408450704226
0.01,0.2,0.9,0.7833333333333333,0.41975308641975306,0.6666666666666667
0.01,0.3,0.1,0.9,0.31645569620253167,0.776978417266187
0.01,0.3,0.3,0.9,0.31645569620253167,0.776978417266187
0.01,0.3,0.5,0.8833333333333333,0.3375,0.7571428571428571
0.01,0.3,0.7,0.8166666666666667,0.4024390243902439,0.6901408450704226
0.01,0.3,0.9,0.7833333333333333,0.41975308641975306,0.6666666666666667
0.01,0.4,0.1,0.9,0.3076923076923077,0.7826086956521738
0.01,0.4,0.3,0.9,0.3076923076923077,0.7826086956521738
0.01,0.4,0.5,0.8833333333333333,0.3291139240506329,0.762589928057554
0.01,0.4,0.7,0.8166666666666667,0.3950617283950617,0.6950354609929078
