gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
1,2.5,0.233,0.579710145,0.85106383,0.689655172
1.5,1.5,0.4,0.579710145,0.85106383,0.689655172
1.5,1.5,0.266,0.579710145,0.85106383,0.689655172
1.5,1.5,0.3,0.579710145,0.85106383,0.689655172
1.5,1.5,0.35,0.579710145,0.85106383,0.689655172
1.5,1.5,0.45,0.579710145,0.85106383,0.689655172
1.5,1.5,0.5,0.579710145,0.85106383,0.689655172
1.5,1.5,0.75,0.579710145,0.85106383,0.689655172
1.5,1.5,2,0.579710145,0.85106383,0.689655172
1.5,1.5,5,0.579710145,0.85106383,0.689655172
1.5,1.5,1,0.579710145,0.85106383,0.689655172
1.5,1.5,0.6,0.579710145,0.85106383,0.689655172
1.5,2,0.233,0.579710145,0.85106383,0.689655172
1.5,2,0.2,0.579710145,0.85106383,0.689655172
20,8,0.01,0.739130435,0.64556962,0.689189189
1.5,3,0.2,0.608695652,0.79245283,0.68852459
1.5,4.5,0.04,0.637681159,0.745762712,0.6875
1.5,4.5,0.02,0.637681159,0.745762712,0.6875
1.5,4.5,0.01,0.637681159,0.745762712,0.6875
1.5,4.5,0.05,0.637681159,0.745762712,0.6875
1.5,4.5,0.1,0.637681159,0.745762712,0.6875
1.5,4.5,0.075,0.637681159,0.745762712,0.6875
2,3.5,0.2,0.637681159,0.745762712,0.6875
3,2.5,0.266,0.637681159,0.745762712,0.6875
3,2.5,0.233,0.637681159,0.745762712,0.6875
3.5,2.5,0.233,0.637681159,0.745762712,0.6875
3.5,2.5,0.2,0.637681159,0.745762712,0.6875
4,0.5,0.01,0.637681159,0.745762712,0.6875
4,0.5,0.04,0.637681159,0.745762712,0.6875
4,0.5,0.05,0.637681159,0.745762712,0.6875
4,0.5,0.02,0.637681159,0.745762712,0.6875
4,0.5,0.075,0.637681159,0.745762712,0.6875
4,0.5,0.1,0.637681159,0.745762712,0.6875
4,0.5,0.166,0.637681159,0.745762712,0.6875
4,0.5,0.2,0.637681159,0.745762712,0.6875
4,0.5,0.133,0.637681159,0.745762712,0.6875
4,0.5,0.266,0.637681159,0.745762712,0.6875
4,0.5,0.233,0.637681159,0.745762712,0.6875
4,0.5,0.3,0.637681159,0.745762712,0.6875
4,0.5,0.35,0.637681159,0.745762712,0.6875
4,0.5,0.4,0.637681159,0.745762712,0.6875
4,0.5,0.45,0.637681159,0.745762712,0.6875
4,0.5,0.6,0.637681159,0.745762712,0.6875
4,0.5,0.5,0.637681159,0.745762712,0.6875
4,0.5,1,0.637681159,0.745762712,0.6875
4,0.5,0.75,0.637681159,0.745762712,0.6875
4,0.5,2,0.637681159,0.745762712,0.6875
4,1,0.04,0.637681159,0.745762712,0.6875
4,1,0.01,0.637681159,0.745762712,0.6875
4,1,0.02,0.637681159,0.745762712,0.6875
4,0.5,5,0.637681159,0.745762712,0.6875
4,1,0.05,0.637681159,0.745762712,0.6875
4,1,0.075,0.637681159,0.745762712,0.6875
4,1,0.1,0.637681159,0.745762712,0.6875
4,1,0.133,0.637681159,0.745762712,0.6875
4,1,0.166,0.637681159,0.745762712,0.6875
4,1,0.2,0.637681159,0.745762712,0.6875
4,1,0.233,0.637681159,0.745762712,0.6875
4,1,0.3,0.637681159,0.745762712,0.6875
4,1,0.35,0.637681159,0.745762712,0.6875
4,1,0.266,0.637681159,0.745762712,0.6875
4,1,0.4,0.637681159,0.745762712,0.6875
4,1,0.45,0.637681159,0.745762712,0.6875
4,1,0.5,0.637681159,0.745762712,0.6875
4,1,0.75,0.637681159,0.745762712,0.6875
4,1,0.6,0.637681159,0.745762712,0.6875
4,1,1,0.637681159,0.745762712,0.6875
4,1,2,0.637681159,0.745762712,0.6875
4,1,5,0.637681159,0.745762712,0.6875
5,3.5,0.1,0.652173913,0.725806452,0.687022901
7,3.5,0.075,0.652173913,0.725806452,0.687022901
8,3,0.075,0.652173913,0.725806452,0.687022901
2.5,5,0.1,0.666666667,0.707692308,0.686567164
3.5,4.5,0.1,0.666666667,0.707692308,0.686567164
4,4.5,0.1,0.666666667,0.707692308,0.686567164
5,4.5,0.075,0.666666667,0.707692308,0.686567164
8,4.5,0.05,0.666666667,0.707692308,0.686567164
10,5,0.04,0.695652174,0.676056338,0.685714286
5,7,0.04,0.710144928,0.662162162,0.685314685
5,15,0.02,0.710144928,0.662162162,0.685314685
1,3,0.2,0.579710145,0.833333333,0.683760684
2,0.5,0.01,0.579710145,0.833333333,0.683760684
2,0.5,0.02,0.579710145,0.833333333,0.683760684
2,0.5,0.04,0.579710145,0.833333333,0.683760684
2,0.5,0.05,0.579710145,0.833333333,0.683760684
2,0.5,0.075,0.579710145,0.833333333,0.683760684
2,0.5,0.166,0.579710145,0.833333333,0.683760684
2,0.5,0.133,0.579710145,0.833333333,0.683760684
2,0.5,0.2,0.579710145,0.833333333,0.683760684
2,0.5,0.1,0.579710145,0.833333333,0.683760684
2,0.5,0.4,0.579710145,0.833333333,0.683760684
2,0.5,0.266,0.579710145,0.833333333,0.683760684
2,0.5,0.3,0.579710145,0.833333333,0.683760684
2,0.5,0.35,0.579710145,0.833333333,0.683760684
2,0.5,0.233,0.579710145,0.833333333,0.683760684
2,0.5,0.75,0.579710145,0.833333333,0.683760684
2,1,0.01,0.579710145,0.833333333,0.683760684
2,0.5,2,0.579710145,0.833333333,0.683760684
2,0.5,0.45,0.579710145,0.833333333,0.683760684
2,0.5,0.6,0.579710145,0.833333333,0.683760684
2,0.5,0.5,0.579710145,0.833333333,0.683760684
2,0.5,1,0.579710145,0.833333333,0.683760684
2,0.5,5,0.579710145,0.833333333,0.683760684
2,1,0.02,0.579710145,0.833333333,0.683760684
2,1,0.04,0.579710145,0.833333333,0.683760684
2,1,0.05,0.579710145,0.833333333,0.683760684
2,1,0.075,0.579710145,0.833333333,0.683760684
2,1,0.133,0.579710145,0.833333333,0.683760684
2,1,0.1,0.579710145,0.833333333,0.683760684
2,1,0.166,0.579710145,0.833333333,0.683760684
2,1,0.2,0.579710145,0.833333333,0.683760684
2,1,0.233,0.579710145,0.833333333,0.683760684
2,1,0.35,0.579710145,0.833333333,0.683760684
2,1,0.266,0.579710145,0.833333333,0.683760684
2,1,0.3,0.579710145,0.833333333,0.683760684
2,1,0.45,0.579710145,0.833333333,0.683760684
2,1,0.4,0.579710145,0.833333333,0.683760684
2,1,0.5,0.579710145,0.833333333,0.683760684
2,1,0.6,0.579710145,0.833333333,0.683760684
2,1,1,0.579710145,0.833333333,0.683760684
2,1,0.75,0.579710145,0.833333333,0.683760684
2,1,2,0.579710145,0.833333333,0.683760684
2,1,5,0.579710145,0.833333333,0.683760684
3,2,0.233,0.623188406,0.754385965,0.682539683
3,2,0.3,0.623188406,0.754385965,0.682539683
3,2,0.266,0.623188406,0.754385965,0.682539683
1.5,5,0.02,0.637681159,0.733333333,0.682170543
1.5,5,0.01,0.637681159,0.733333333,0.682170543
1.5,5,0.05,0.637681159,0.733333333,0.682170543
1.5,5,0.04,0.637681159,0.733333333,0.682170543
1.5,5,0.075,0.637681159,0.733333333,0.682170543
4,2.5,0.2,0.637681159,0.733333333,0.682170543
4.5,0.5,0.01,0.637681159,0.733333333,0.682170543
4.5,0.5,0.04,0.637681159,0.733333333,0.682170543
4.5,0.5,0.05,0.637681159,0.733333333,0.682170543
4.5,0.5,0.02,0.637681159,0.733333333,0.682170543
4.5,0.5,0.075,0.637681159,0.733333333,0.682170543
4.5,0.5,0.166,0.637681159,0.733333333,0.682170543
4.5,0.5,0.133,0.637681159,0.733333333,0.682170543
4.5,0.5,0.1,0.637681159,0.733333333,0.682170543
4.5,0.5,0.2,0.637681159,0.733333333,0.682170543
4.5,0.5,0.233,0.637681159,0.733333333,0.682170543
4.5,0.5,0.266,0.637681159,0.733333333,0.682170543
4.5,0.5,0.3,0.637681159,0.733333333,0.682170543
4.5,0.5,0.35,0.637681159,0.733333333,0.682170543
4.5,0.5,0.4,0.637681159,0.733333333,0.682170543
4.5,0.5,0.45,0.637681159,0.733333333,0.682170543
4.5,0.5,0.75,0.637681159,0.733333333,0.682170543
4.5,0.5,0.6,0.637681159,0.733333333,0.682170543
4.5,0.5,0.5,0.637681159,0.733333333,0.682170543
4.5,0.5,2,0.637681159,0.733333333,0.682170543
4.5,0.5,1,0.637681159,0.733333333,0.682170543
4.5,0.5,5,0.637681159,0.733333333,0.682170543
4.5,1,0.02,0.637681159,0.733333333,0.682170543
4.5,1,0.04,0.637681159,0.733333333,0.682170543
4.5,1,0.05,0.637681159,0.733333333,0.682170543
4.5,1,0.01,0.637681159,0.733333333,0.682170543
4.5,1,0.075,0.637681159,0.733333333,0.682170543
4.5,1,0.133,0.637681159,0.733333333,0.682170543
4.5,1,0.1,0.637681159,0.733333333,0.682170543
4.5,1,0.166,0.637681159,0.733333333,0.682170543
4.5,1,0.3,0.637681159,0.733333333,0.682170543
4.5,1,0.2,0.637681159,0.733333333,0.682170543
4.5,1,0.233,0.637681159,0.733333333,0.682170543
4.5,1,0.266,0.637681159,0.733333333,0.682170543
4.5,1,0.35,0.637681159,0.733333333,0.682170543
4.5,1,0.5,0.637681159,0.733333333,0.682170543
4.5,1,0.45,0.637681159,0.733333333,0.682170543
4.5,1,0.6,0.637681159,0.733333333,0.682170543
4.5,1,0.4,0.637681159,0.733333333,0.682170543
4.5,1,1,0.637681159,0.733333333,0.682170543
4.5,1,0.75,0.637681159,0.733333333,0.682170543
4.5,1,2,0.637681159,0.733333333,0.682170543
4.5,1,5,0.637681159,0.733333333,0.682170543
4.5,2.5,0.2,0.637681159,0.733333333,0.682170543
5,0.5,0.04,0.637681159,0.733333333,0.682170543
5,0.5,0.02,0.637681159,0.733333333,0.682170543
5,0.5,0.01,0.637681159,0.733333333,0.682170543
5,0.5,0.05,0.637681159,0.733333333,0.682170543
5,0.5,0.075,0.637681159,0.733333333,0.682170543
5,0.5,0.2,0.637681159,0.733333333,0.682170543
5,0.5,0.166,0.637681159,0.733333333,0.682170543
5,0.5,0.1,0.637681159,0.733333333,0.682170543
5,0.5,0.133,0.637681159,0.733333333,0.682170543
5,0.5,0.233,0.637681159,0.733333333,0.682170543
5,0.5,0.266,0.637681159,0.733333333,0.682170543
5,0.5,0.35,0.637681159,0.733333333,0.682170543
5,0.5,0.3,0.637681159,0.733333333,0.682170543
5,0.5,0.4,0.637681159,0.733333333,0.682170543
5,0.5,0.45,0.637681159,0.733333333,0.682170543
5,0.5,0.5,0.637681159,0.733333333,0.682170543
5,0.5,1,0.637681159,0.733333333,0.682170543
5,0.5,0.75,0.637681159,0.733333333,0.682170543
5,0.5,0.6,0.637681159,0.733333333,0.682170543
5,0.5,5,0.637681159,0.733333333,0.682170543
5,0.5,2,0.637681159,0.733333333,0.682170543
5,1,0.02,0.637681159,0.733333333,0.682170543
5,1,0.04,0.637681159,0.733333333,0.682170543
5,1,0.01,0.637681159,0.733333333,0.682170543
5,1,0.05,0.637681159,0.733333333,0.682170543
5,1,0.075,0.637681159,0.733333333,0.682170543
5,1,0.1,0.637681159,0.733333333,0.682170543
5,1,0.133,0.637681159,0.733333333,0.682170543
5,1,0.166,0.637681159,0.733333333,0.682170543
5,1,0.3,0.637681159,0.733333333,0.682170543
5,1,0.233,0.637681159,0.733333333,0.682170543
5,1,0.266,0.637681159,0.733333333,0.682170543
5,1,0.2,0.637681159,0.733333333,0.682170543
5,1,0.45,0.637681159,0.733333333,0.682170543
5,1,0.4,0.637681159,0.733333333,0.682170543
5,1,0.35,0.637681159,0.733333333,0.682170543
5,1,0.75,0.637681159,0.733333333,0.682170543
5,1,0.6,0.637681159,0.733333333,0.682170543
5,1,0.5,0.637681159,0.733333333,0.682170543
5,1,1,0.637681159,0.733333333,0.682170543
5,1,2,0.637681159,0.733333333,0.682170543
5,1,5,0.637681159,0.733333333,0.682170543
5,2.5,0.166,0.637681159,0.733333333,0.682170543
7,2.5,0.133,0.637681159,0.733333333,0.682170543
1.5,7,0.05,0.652173913,0.714285714,0.681818182
1.5,7,0.075,0.652173913,0.714285714,0.681818182
1.5,8,0.04,0.652173913,0.714285714,0.681818182
1.5,8,0.075,0.652173913,0.714285714,0.681818182
1.5,8,0.05,0.652173913,0.714285714,0.681818182
6,6,0.04,0.695652174,0.666666667,0.680851064
20,1.5,0.01,0.695652174,0.666666667,0.680851064
20,2,0.04,0.695652174,0.666666667,0.680851064
10,8,0.02,0.710144928,0.653333333,0.680555556
1,2.5,0.01,0.565217391,0.847826087,0.67826087
1,2.5,0.02,0.565217391,0.847826087,0.67826087
1,2.5,0.04,0.565217391,0.847826087,0.67826087
1,2.5,0.05,0.565217391,0.847826087,0.67826087
1,2.5,0.1,0.565217391,0.847826087,0.67826087
1,2.5,0.075,0.565217391,0.847826087,0.67826087
1,2.5,0.133,0.565217391,0.847826087,0.67826087
1,3,0.01,0.565217391,0.847826087,0.67826087
1,3,0.05,0.565217391,0.847826087,0.67826087
1,3,0.1,0.565217391,0.847826087,0.67826087
1,3,0.075,0.565217391,0.847826087,0.67826087
1,3,0.04,0.565217391,0.847826087,0.67826087
1,3,0.02,0.565217391,0.847826087,0.67826087
2.5,2.5,0.266,0.623188406,0.74137931,0.677165354
2.5,2.5,0.3,0.623188406,0.74137931,0.677165354
3.5,2,0.233,0.623188406,0.74137931,0.677165354
3.5,2,0.266,0.623188406,0.74137931,0.677165354
1.5,6,0.01,0.637681159,0.721311475,0.676923077
1.5,6,0.02,0.637681159,0.721311475,0.676923077
1.5,6,0.04,0.637681159,0.721311475,0.676923077
1.5,6,0.05,0.637681159,0.721311475,0.676923077
1.5,6,0.075,0.637681159,0.721311475,0.676923077
1.5,7,0.01,0.637681159,0.721311475,0.676923077
1.5,7,0.04,0.637681159,0.721311475,0.676923077
1.5,7,0.02,0.637681159,0.721311475,0.676923077
1.5,8,0.01,0.637681159,0.721311475,0.676923077
1.5,8,0.02,0.637681159,0.721311475,0.676923077
6,0.5,0.01,0.637681159,0.721311475,0.676923077
6,0.5,0.02,0.637681159,0.721311475,0.676923077
6,0.5,0.04,0.637681159,0.721311475,0.676923077
6,0.5,0.05,0.637681159,0.721311475,0.676923077
6,0.5,0.075,0.637681159,0.721311475,0.676923077
6,0.5,0.1,0.637681159,0.721311475,0.676923077
6,0.5,0.133,0.637681159,0.721311475,0.676923077
6,0.5,0.166,0.637681159,0.721311475,0.676923077
6,0.5,0.2,0.637681159,0.721311475,0.676923077
6,0.5,0.266,0.637681159,0.721311475,0.676923077
6,0.5,0.35,0.637681159,0.721311475,0.676923077
6,0.5,0.3,0.637681159,0.721311475,0.676923077
6,0.5,0.233,0.637681159,0.721311475,0.676923077
6,0.5,0.4,0.637681159,0.721311475,0.676923077
6,0.5,0.5,0.637681159,0.721311475,0.676923077
6,0.5,0.45,0.637681159,0.721311475,0.676923077
6,0.5,0.6,0.637681159,0.721311475,0.676923077
6,0.5,1,0.637681159,0.721311475,0.676923077
6,0.5,0.75,0.637681159,0.721311475,0.676923077
6,0.5,2,0.637681159,0.721311475,0.676923077
6,1,0.01,0.637681159,0.721311475,0.676923077
6,0.5,5,0.637681159,0.721311475,0.676923077
6,1,0.02,0.637681159,0.721311475,0.676923077
6,1,0.04,0.637681159,0.721311475,0.676923077
6,1,0.1,0.637681159,0.721311475,0.676923077
6,1,0.075,0.637681159,0.721311475,0.676923077
6,1,0.05,0.637681159,0.721311475,0.676923077
6,1,0.166,0.637681159,0.721311475,0.676923077
6,1,0.35,0.637681159,0.721311475,0.676923077
6,1,0.2,0.637681159,0.721311475,0.676923077
6,1,0.3,0.637681159,0.721311475,0.676923077
6,1,0.266,0.637681159,0.721311475,0.676923077
6,1,0.133,0.637681159,0.721311475,0.676923077
6,1,0.233,0.637681159,0.721311475,0.676923077
6,1,0.4,0.637681159,0.721311475,0.676923077
6,1,0.5,0.637681159,0.721311475,0.676923077
6,1,0.45,0.637681159,0.721311475,0.676923077
6,1,0.6,0.637681159,0.721311475,0.676923077
6,1,0.75,0.637681159,0.721311475,0.676923077
6,1,1,0.637681159,0.721311475,0.676923077
6,1,2,0.637681159,0.721311475,0.676923077
6,1,5,0.637681159,0.721311475,0.676923077
7,0.5,0.01,0.637681159,0.721311475,0.676923077
7,0.5,0.02,0.637681159,0.721311475,0.676923077
7,0.5,0.05,0.637681159,0.721311475,0.676923077
7,0.5,0.04,0.637681159,0.721311475,0.676923077
7,0.5,0.075,0.637681159,0.721311475,0.676923077
7,0.5,0.1,0.637681159,0.721311475,0.676923077
7,0.5,0.133,0.637681159,0.721311475,0.676923077
7,0.5,0.166,0.637681159,0.721311475,0.676923077
7,0.5,0.233,0.637681159,0.721311475,0.676923077
7,0.5,0.2,0.637681159,0.721311475,0.676923077
7,0.5,0.266,0.637681159,0.721311475,0.676923077
7,0.5,0.35,0.637681159,0.721311475,0.676923077
7,0.5,0.3,0.637681159,0.721311475,0.676923077
7,0.5,0.4,0.637681159,0.721311475,0.676923077
7,0.5,0.5,0.637681159,0.721311475,0.676923077
7,0.5,0.45,0.637681159,0.721311475,0.676923077
7,0.5,0.6,0.637681159,0.721311475,0.676923077
7,0.5,1,0.637681159,0.721311475,0.676923077
7,0.5,5,0.637681159,0.721311475,0.676923077
7,0.5,2,0.637681159,0.721311475,0.676923077
7,0.5,0.75,0.637681159,0.721311475,0.676923077
7,1,0.02,0.637681159,0.721311475,0.676923077
7,1,0.04,0.637681159,0.721311475,0.676923077
7,1,0.05,0.637681159,0.721311475,0.676923077
7,1,0.075,0.637681159,0.721311475,0.676923077
7,1,0.01,0.637681159,0.721311475,0.676923077
7,1,0.1,0.637681159,0.721311475,0.676923077
7,1,0.133,0.637681159,0.721311475,0.676923077
7,1,0.166,0.637681159,0.721311475,0.676923077
7,1,0.233,0.637681159,0.721311475,0.676923077
7,1,0.2,0.637681159,0.721311475,0.676923077
7,1,0.4,0.637681159,0.721311475,0.676923077
7,1,0.35,0.637681159,0.721311475,0.676923077
7,1,0.266,0.637681159,0.721311475,0.676923077
7,1,0.3,0.637681159,0.721311475,0.676923077
7,1,0.6,0.637681159,0.721311475,0.676923077
7,1,0.75,0.637681159,0.721311475,0.676923077
7,1,1,0.637681159,0.721311475,0.676923077
7,1,0.45,0.637681159,0.721311475,0.676923077
7,1,0.5,0.637681159,0.721311475,0.676923077
7,1,2,0.637681159,0.721311475,0.676923077
7,1,5,0.637681159,0.721311475,0.676923077
8,0.5,0.01,0.637681159,0.721311475,0.676923077
8,0.5,0.02,0.637681159,0.721311475,0.676923077
8,0.5,0.04,0.637681159,0.721311475,0.676923077
8,0.5,0.05,0.637681159,0.721311475,0.676923077
8,0.5,0.075,0.637681159,0.721311475,0.676923077
8,0.5,0.1,0.637681159,0.721311475,0.676923077
8,0.5,0.133,0.637681159,0.721311475,0.676923077
8,0.5,0.166,0.637681159,0.721311475,0.676923077
8,0.5,0.2,0.637681159,0.721311475,0.676923077
8,0.5,0.233,0.637681159,0.721311475,0.676923077
8,0.5,0.45,0.637681159,0.721311475,0.676923077
8,0.5,0.4,0.637681159,0.721311475,0.676923077
8,0.5,0.5,0.637681159,0.721311475,0.676923077
8,0.5,0.6,0.637681159,0.721311475,0.676923077
8,0.5,0.266,0.637681159,0.721311475,0.676923077
8,0.5,0.35,0.637681159,0.721311475,0.676923077
8,0.5,0.3,0.637681159,0.721311475,0.676923077
8,0.5,0.75,0.637681159,0.721311475,0.676923077
8,1,0.02,0.637681159,0.721311475,0.676923077
8,1,0.01,0.637681159,0.721311475,0.676923077
8,0.5,2,0.637681159,0.721311475,0.676923077
8,0.5,5,0.637681159,0.721311475,0.676923077
8,1,0.04,0.637681159,0.721311475,0.676923077
8,0.5,1,0.637681159,0.721311475,0.676923077
8,1,0.05,0.637681159,0.721311475,0.676923077
8,1,0.1,0.637681159,0.721311475,0.676923077
8,1,0.075,0.637681159,0.721311475,0.676923077
8,1,0.133,0.637681159,0.721311475,0.676923077
8,1,0.2,0.637681159,0.721311475,0.676923077
8,1,0.166,0.637681159,0.721311475,0.676923077
8,1,0.266,0.637681159,0.721311475,0.676923077
8,1,0.233,0.637681159,0.721311475,0.676923077
8,1,0.3,0.637681159,0.721311475,0.676923077
8,1,0.35,0.637681159,0.721311475,0.676923077
8,1,0.4,0.637681159,0.721311475,0.676923077
8,1,0.5,0.637681159,0.721311475,0.676923077
8,1,0.6,0.637681159,0.721311475,0.676923077
8,1,0.45,0.637681159,0.721311475,0.676923077
8,1,0.75,0.637681159,0.721311475,0.676923077
8,1,1,0.637681159,0.721311475,0.676923077
8,1,2,0.637681159,0.721311475,0.676923077
8,1,5,0.637681159,0.721311475,0.676923077
1.5,10,0.04,0.652173913,0.703125,0.676691729
1.5,10,0.05,0.652173913,0.703125,0.676691729
1.5,15,0.04,0.652173913,0.703125,0.676691729
2.5,4,0.133,0.652173913,0.703125,0.676691729
10,0.5,0.01,0.652173913,0.703125,0.676691729
10,0.5,0.04,0.652173913,0.703125,0.676691729
10,0.5,0.02,0.652173913,0.703125,0.676691729
10,0.5,0.05,0.652173913,0.703125,0.676691729
10,0.5,0.075,0.652173913,0.703125,0.676691729
10,0.5,0.1,0.652173913,0.703125,0.676691729
10,0.5,0.133,0.652173913,0.703125,0.676691729
10,0.5,0.233,0.652173913,0.703125,0.676691729
10,0.5,0.166,0.652173913,0.703125,0.676691729
10,0.5,0.2,0.652173913,0.703125,0.676691729
10,0.5,0.266,0.652173913,0.703125,0.676691729
10,0.5,0.3,0.652173913,0.703125,0.676691729
10,0.5,0.35,0.652173913,0.703125,0.676691729
10,0.5,0.45,0.652173913,0.703125,0.676691729
10,0.5,0.4,0.652173913,0.703125,0.676691729
10,0.5,0.5,0.652173913,0.703125,0.676691729
10,0.5,0.6,0.652173913,0.703125,0.676691729
10,0.5,0.75,0.652173913,0.703125,0.676691729
10,0.5,2,0.652173913,0.703125,0.676691729
10,0.5,1,0.652173913,0.703125,0.676691729
10,1,0.01,0.652173913,0.703125,0.676691729
10,0.5,5,0.652173913,0.703125,0.676691729
10,1,0.05,0.652173913,0.703125,0.676691729
10,1,0.075,0.652173913,0.703125,0.676691729
10,1,0.1,0.652173913,0.703125,0.676691729
10,1,0.04,0.652173913,0.703125,0.676691729
10,1,0.02,0.652173913,0.703125,0.676691729
10,1,0.166,0.652173913,0.703125,0.676691729
10,1,0.233,0.652173913,0.703125,0.676691729
10,1,0.133,0.652173913,0.703125,0.676691729
10,1,0.2,0.652173913,0.703125,0.676691729
10,1,0.266,0.652173913,0.703125,0.676691729
10,1,0.35,0.652173913,0.703125,0.676691729
10,1,0.3,0.652173913,0.703125,0.676691729
10,1,0.5,0.652173913,0.703125,0.676691729
10,1,0.45,0.652173913,0.703125,0.676691729
10,1,0.4,0.652173913,0.703125,0.676691729
10,1,0.6,0.652173913,0.703125,0.676691729
10,1,0.75,0.652173913,0.703125,0.676691729
10,1,1,0.652173913,0.703125,0.676691729
10,1,2,0.652173913,0.703125,0.676691729
10,1,5,0.652173913,0.703125,0.676691729
10,2.5,0.1,0.652173913,0.703125,0.676691729
3.5,6,0.075,0.68115942,0.671428571,0.676258993
4,6,0.075,0.68115942,0.671428571,0.676258993
6,6,0.05,0.68115942,0.671428571,0.676258993
8,6,0.04,0.68115942,0.671428571,0.676258993
3.5,10,0.04,0.695652174,0.657534247,0.676056338
1,2.5,0.166,0.565217391,0.829787234,0.672413793
1,2.5,0.2,0.565217391,0.829787234,0.672413793
1,3,0.133,0.565217391,0.829787234,0.672413793
1.5,1.5,0.01,0.565217391,0.829787234,0.672413793
1.5,1.5,0.02,0.565217391,0.829787234,0.672413793
1.5,1.5,0.04,0.565217391,0.829787234,0.672413793
1.5,1.5,0.05,0.565217391,0.829787234,0.672413793
1.5,1.5,0.133,0.565217391,0.829787234,0.672413793
1.5,1.5,0.075,0.565217391,0.829787234,0.672413793
1.5,1.5,0.166,0.565217391,0.829787234,0.672413793
1.5,1.5,0.1,0.565217391,0.829787234,0.672413793
1.5,1.5,0.2,0.565217391,0.829787234,0.672413793
1.5,1.5,0.233,0.565217391,0.829787234,0.672413793
1.5,2,0.075,0.565217391,0.829787234,0.672413793
1.5,2,0.01,0.565217391,0.829787234,0.672413793
1.5,2,0.1,0.565217391,0.829787234,0.672413793
1.5,2,0.04,0.565217391,0.829787234,0.672413793
1.5,2,0.05,0.565217391,0.829787234,0.672413793
1.5,2,0.133,0.565217391,0.829787234,0.672413793
1.5,2,0.02,0.565217391,0.829787234,0.672413793
1.5,2,0.166,0.565217391,0.829787234,0.672413793
1,3.5,0.166,0.579710145,0.8,0.672268908
2.5,2,0.266,0.608695652,0.75,0.672
2.5,2,0.3,0.608695652,0.75,0.672
2.5,2,0.35,0.608695652,0.75,0.672
1.5,4.5,0.166,0.623188406,0.728813559,0.671875
4,2,0.233,0.623188406,0.728813559,0.671875
4,2,0.266,0.623188406,0.728813559,0.671875
4,2,0.2,0.623188406,0.728813559,0.671875
1.5,10,0.02,0.637681159,0.709677419,0.671755725
1.5,10,0.01,0.637681159,0.709677419,0.671755725
1.5,15,0.02,0.637681159,0.709677419,0.671755725
1.5,15,0.01,0.637681159,0.709677419,0.671755725
2,4,0.166,0.637681159,0.709677419,0.671755725
15,0.5,0.01,0.666666667,0.676470588,0.671532847
15,0.5,0.02,0.666666667,0.676470588,0.671532847
15,0.5,0.04,0.666666667,0.676470588,0.671532847
15,0.5,0.133,0.666666667,0.676470588,0.671532847
15,0.5,0.1,0.666666667,0.676470588,0.671532847
15,0.5,0.075,0.666666667,0.676470588,0.671532847
15,0.5,0.05,0.666666667,0.676470588,0.671532847
15,0.5,0.2,0.666666667,0.676470588,0.671532847
15,0.5,0.266,0.666666667,0.676470588,0.671532847
15,0.5,0.233,0.666666667,0.676470588,0.671532847
15,0.5,0.166,0.666666667,0.676470588,0.671532847
15,0.5,0.3,0.666666667,0.676470588,0.671532847
15,0.5,0.35,0.666666667,0.676470588,0.671532847
15,0.5,0.5,0.666666667,0.676470588,0.671532847
15,0.5,0.4,0.666666667,0.676470588,0.671532847
15,0.5,0.45,0.666666667,0.676470588,0.671532847
15,1,0.01,0.666666667,0.676470588,0.671532847
15,0.5,2,0.666666667,0.676470588,0.671532847
15,0.5,0.75,0.666666667,0.676470588,0.671532847
15,0.5,1,0.666666667,0.676470588,0.671532847
15,0.5,5,0.666666667,0.676470588,0.671532847
15,0.5,0.6,0.666666667,0.676470588,0.671532847
15,1,0.02,0.666666667,0.676470588,0.671532847
15,1,0.04,0.666666667,0.676470588,0.671532847
15,1,0.05,0.666666667,0.676470588,0.671532847
15,1,0.075,0.666666667,0.676470588,0.671532847
15,1,0.1,0.666666667,0.676470588,0.671532847
15,1,0.166,0.666666667,0.676470588,0.671532847
15,1,0.2,0.666666667,0.676470588,0.671532847
15,1,0.133,0.666666667,0.676470588,0.671532847
15,1,0.233,0.666666667,0.676470588,0.671532847
15,1,0.3,0.666666667,0.676470588,0.671532847
15,1,0.266,0.666666667,0.676470588,0.671532847
15,1,0.4,0.666666667,0.676470588,0.671532847
15,1,0.45,0.666666667,0.676470588,0.671532847
15,1,0.35,0.666666667,0.676470588,0.671532847
15,1,0.5,0.666666667,0.676470588,0.671532847
15,1,0.75,0.666666667,0.676470588,0.671532847
15,1,0.6,0.666666667,0.676470588,0.671532847
15,1,2,0.666666667,0.676470588,0.671532847
15,1,1,0.666666667,0.676470588,0.671532847
15,1,5,0.666666667,0.676470588,0.671532847
4.5,8,0.04,0.695652174,0.648648649,0.671328671
8,10,0.02,0.695652174,0.648648649,0.671328671
15,7,0.02,0.710144928,0.636363636,0.671232877
1,3,0.166,0.565217391,0.8125,0.666666667
1,3.5,0.01,0.565217391,0.8125,0.666666667
1,3.5,0.02,0.565217391,0.8125,0.666666667
1,3.5,0.04,0.565217391,0.8125,0.666666667
1,3.5,0.05,0.565217391,0.8125,0.666666667
