filepath,sensitivity,ppv,fmeasure
ibt-6-obt-0.5-hyb-0.3.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-0.5-hyb-0.4.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-0.5-hyb-0.5.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-0.5-hyb-0.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-1-hyb-0.02.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-1-hyb-0.04.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-1-hyb-0.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-2-hyb-0.06.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-2-hyb-0.08.fa,0.536231884,0.787234043,0.637931034
ibt-6-obt-2-hyb-0.1.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.02.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.04.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.06.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.08.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.1.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.2.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.3.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.4.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.5.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-0.5-hyb-0.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-1-hyb-0.04.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-2-hyb-0.06.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-2-hyb-0.08.fa,0.536231884,0.787234043,0.637931034
ibt-7-obt-2-hyb-0.1.fa,0.536231884,0.787234043,0.637931034
ibt-1-obt-0.5-hyb-0.8.fa,0.52173913,0.818181818,0.637168142
ibt-1-obt-1-hyb-0.6.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.02.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.04.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.06.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.08.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.1.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.2.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.3.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.4.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.5.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-0.5-hyb-0.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-1-hyb-0.02.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-1-hyb-0.04.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-1-hyb-0.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-2-hyb-0.06.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-2-hyb-0.08.fa,0.52173913,0.818181818,0.637168142
ibt-3-obt-2-hyb-0.1.fa,0.52173913,0.818181818,0.637168142
ibt-1-obt-0.5-hyb-0.6.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-0.5-hyb-0.7.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-1-hyb-0.2.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-1-hyb-0.3.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-1-hyb-0.4.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-1-hyb-0.5.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-2-hyb-0.02.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-2-hyb-0.04.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-2-hyb-0.fa,0.507246377,0.853658537,0.636363636
ibt-1-obt-4-hyb-0.2.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.02.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.04.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.06.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.08.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.1.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.2.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.3.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.4.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.5.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-0.5-hyb-0.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-1-hyb-0.02.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-1-hyb-0.04.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-1-hyb-0.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-2-hyb-0.06.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-2-hyb-0.08.fa,0.550724638,0.745098039,0.633333333
ibt-10-obt-2-hyb-0.1.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.02.fa,0.550724638,0.745098039,0.633333333
