gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.5,3.5,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.0,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,4.5,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,5.0,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,6.0,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,7.0,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.01,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.02,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.04,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.05,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.075,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.166,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.133,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.233,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.266,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.4,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.35,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.3,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.45,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.6,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,0.75,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,1,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,2,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,8.0,5,0.20930232558139536,0.8181818181818182,0.33333333333333337
0.5,10.0,0.04,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.01,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.02,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.05,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.075,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.133,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.1,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.166,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.2,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.233,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.266,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.3,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.4,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.35,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.45,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.5,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.6,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,1,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,0.75,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,5,0.20930232558139536,0.5625,0.30508474576271183
0.5,10.0,2,0.20930232558139536,0.5625,0.30508474576271183
0.5,15.0,0.01,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.02,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.04,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.05,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.166,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.075,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.133,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.1,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.2,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.233,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.266,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.3,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.35,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.4,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.45,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.5,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.6,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,1,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,0.75,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,2,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,15.0,5,0.20930232558139536,0.391304347826087,0.2727272727272727
0.5,20.0,0.05,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.04,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.02,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.01,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.075,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.1,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.133,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.2,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.166,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.266,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.233,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.3,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.35,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.45,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.4,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.5,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.6,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,0.75,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,2,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,5,0.20930232558139536,0.2727272727272727,0.23684210526315788
0.5,20.0,1,0.20930232558139536,0.2727272727272727,0.23684210526315788
1.0,0.5,0.05,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.02,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.01,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.04,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.133,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.166,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.075,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.1,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.233,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.266,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.2,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.3,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.35,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.4,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.45,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.5,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.6,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,2,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,5,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,1,0.18604651162790697,1.0,0.3137254901960785
1.0,0.5,0.75,0.18604651162790697,1.0,0.3137254901960785
1.0,1.0,0.01,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.05,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.02,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.075,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.04,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.1,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.133,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.2,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.166,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.233,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.4,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.35,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.266,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.3,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.5,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.45,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.6,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,2,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,1,0.3023255813953488,1.0,0.46428571428571425
1.0,1.0,0.75,0.3023255813953488,1.0,0.46428571428571425
1.0,1.5,0.01,0.32558139534883723,1.0,0.49122807017543857
1.0,1.0,5,0.3023255813953488,1.0,0.46428571428571425
1.0,1.5,0.04,0.32558139534883723,1.0,0.49122807017543857
1.0,1.5,0.02,0.32558139534883723,1.0,0.49122807017543857
1.0,1.5,0.075,0.32558139534883723,1.0,0.49122807017543857
